00|5.16|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
27611.00|0.00|5.16|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
27750.00|0.00|5.17|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
27839.00|0.00|5.17|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
27979.00|0.00|5.18|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28069.00|0.00|5.18|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28209.00|0.00|5.19|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28298.00|0.00|5.19|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28438.00|0.00|5.19|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28529.00|0.00|5.19|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28669.00|0.00|5.18|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28759.00|0.00|5.18|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28899.00|0.00|5.17|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
28991.00|0.00|5.16|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29130.00|0.00|5.13|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29221.00|0.00|5.11|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29361.00|0.00|5.07|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29453.00|0.00|5.05|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29592.00|0.00|5.01|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29681.00|0.00|4.99|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29820.00|0.00|4.97|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
29914.00|0.00|4.95|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30053.00|0.00|4.93|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30141.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30281.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30373.00|0.00|4.90|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30513.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30603.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30742.00|0.00|4.92|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30834.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
30973.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31065.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31205.00|0.00|4.92|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31295.00|0.00|4.92|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31434.00|0.00|4.93|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31524.00|0.00|4.93|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31665.00|0.00|4.92|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31752.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31891.00|0.00|4.91|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
31983.00|0.00|4.90|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
32123.00|0.00|4.89|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
32212.00|0.00|4.88|0.00|2  |  0.00|0.00|0.00|0.00|0.00|0.00
32352.00|0.00|4.88|0.00|5  |  0.00|0.00|0.00|0.00|0.00|0.00
32424.00|0.00|4.88|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
32572.00|0.00|4.77|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
32622.00|0.00|4.45|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
32699.00|0.00|4.12|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
32845.00|0.00|3.83|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
32893.00|1.00|3.76|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
32950.00|2.00|3.52|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
33096.00|3.00|3.02|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
33116.00|4.00|2.53|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
33171.00|6.00|1.77|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
33317.00|7.00|0.89|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
33330.00|9.00|-0.46|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
33387.00|10.00|-1.39|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
33539.00|11.00|-2.39|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
33553.00|11.00|-2.91|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
33613.00|12.00|-3.96|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
