47.51|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2198454.00|0.00|-47.52|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2198535.00|0.00|-47.52|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2198685.00|0.00|-47.53|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2198765.00|0.00|-47.53|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2198916.00|0.00|-47.55|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2198994.00|0.00|-47.55|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199146.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199223.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199374.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199455.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199606.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199685.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199835.00|0.00|-47.55|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2199916.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200067.00|0.00|-47.56|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200144.00|0.00|-47.57|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200296.00|0.00|-47.57|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200376.00|0.00|-47.58|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200527.00|0.00|-47.59|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200605.00|0.00|-47.61|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200756.00|0.00|-47.61|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200836.00|0.00|-47.61|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2200986.00|0.00|-47.61|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201065.00|0.00|-47.62|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201217.00|0.00|-47.61|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201297.00|0.00|-47.60|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201448.00|0.00|-47.59|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201526.00|0.00|-47.58|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201676.00|0.00|-47.55|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201756.00|0.00|-47.52|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201908.00|0.00|-47.48|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
2201985.00|0.00|-47.46|0.00|0  |  0.00|0.00|0.00|0.00|0.00|0.00
2202134.00|0.00|-47.43|0.00|1  |  0.00|0.00|0.00|0.00|0.00|0.00
2202217.00|2.00|-47.42|0.00|1  |  0.00|0.00|0.00|0.00|0.00|0.00
2202365.00|2.00|-47.40|0.00|1  |  0.00|0.00|0.00|0.00|0.00|0.00
2202500.00|2.00|-47.41|0.00|3  |  0.00|0.00|0.00|0.00|0.00|0.00
2202657.00|2.00|-47.44|0.00|5  |  0.00|0.00|0.00|0.00|0.00|0.00
2202740.00|2.00|-47.50|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2202890.00|2.00|-47.53|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
2202944.00|2.00|-47.55|0.00|9  |  0.00|0.00|0.00|0.00|0.00|0.00
2203094.00|0.00|-47.53|0.00|10  |  0.00|0.00|0.00|0.00|0.00|0.00
2203120.00|1.00|-47.40|0.00|10  |  0.00|0.00|0.00|0.00|0.00|0.00
2203187.00|1.00|-47.27|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203340.00|2.00|-46.96|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203356.00|4.00|-46.75|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203421.00|7.00|-46.38|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203575.00|9.00|-46.03|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203588.00|11.00|-45.69|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203655.00|13.00|-45.37|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203811.00|16.00|-45.09|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203821.00|18.00|-44.80|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2203889.00|19.00|-44.53|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204045.00|19.00|-44.22|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204055.00|21.00|-43.92|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204124.00|22.00|-43.63|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204279.00|23.00|-43.39|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204289.00|24.00|-43.16|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204357.00|25.00|-43.05|0.00|11  |  0.00|0.00|0.00|0.00|0.00|0.00
2204513.00|26.00|-43.13|0.00|10  |  0.00|0.00|0.00|0.00|0.00|0.00
2204524.00|27.00|-43.22|0.00|10  |  0.00|0.00|0.00|0.00|0.00|0.00
2204593.00|28.00|-43.38|0.00|9  |  0.00|0.00|0.00|0.00|0.00|0.00
2204747.00|30.00|-43.54|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
2204756.00|30.00|-43.69|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
2204822.00|31.00|-43.83|0.00|8  |  0.00|0.00|0.00|0.00|0.00|0.00
2204978.00|32.00|-43.96|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
2204988.00|33.00|-44.08|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
2205054.00|33.00|-44.20|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
2205209.00|33.00|-44.39|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
2205219.00|33.00|-44.58|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
2205286.00|33.00|-44.71|0.00|7  |  0.00|0.00|0.00|0.00|0.00|0.00
2205441.00|33.00|-44.88|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205449.00|33.00|-45.06|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205515.00|33.00|-45.41|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205670.00|33.00|-45.79|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205678.00|33.00|-46.35|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205744.00|33.00|-46.74|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205898.00|34.00|-47.15|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205908.00|34.00|-47.35|0.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
2205974.00|33.00|-47.75|2.00|6  |  0.00|0.00|0.00|0.00|0.00|0.00
