-1  |  0.00|0.00|0.00|0.00|0.00|0.00
750733.00|0.00|-36.72|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
750883.00|0.00|-36.70|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
750964.00|0.00|-36.69|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751115.00|0.00|-36.68|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751196.00|0.00|-36.67|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751346.00|0.00|-36.65|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751429.00|0.00|-36.62|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751580.00|0.00|-36.61|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751660.00|0.00|-36.60|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751810.00|0.00|-36.58|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
751892.00|0.00|-36.57|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752043.00|0.00|-36.57|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752122.00|0.00|-36.57|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752273.00|0.00|-36.58|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752353.00|0.00|-36.59|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752502.00|0.00|-36.60|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752580.00|0.00|-36.62|0.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752731.00|0.00|-36.63|2.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752813.00|0.00|-36.65|3.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
752963.00|0.00|-36.68|7.00|-1  |  0.00|0.00|0.00|0.00|0.00|0.00
